WEB_NAME,PLAYER_ID,POS_ID,PHOTO,SEASON_NAME,ELEMENT_CODE,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Andreas,240,3,156689.jpg,2023-24,156689,55,53,127,2611,3,9,14,40,0,0,0,6,0,0,7,459,503.6,1254.3,417.0,217.8,34,4.52,5.72,10.24,42.91
Bassey,241,2,232892.jpg,2023-24,232892,45,44,66,2299,1,0,6,42,0,0,0,4,1,0,4,442,462.8,34.8,50.0,55.0,25,0.37,0.16,0.53,40.83
Benda,242,1,428971.jpg,2023-24,428971,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Cairney,243,3,76357.jpg,2023-24,76357,50,49,70,1472,1,6,4,27,1,0,0,3,0,0,2,346,335.2,407.2,170.0,90.9,14,1.03,2.58,3.61,29.53
Castagne,244,2,166477.jpg,2023-24,166477,45,45,105,2630,1,3,9,40,0,0,0,3,0,0,7,510,494.4,295.0,229.0,102.1,29,1.29,2.06,3.35,41.07
Diop,245,2,219924.jpg,2023-24,219924,45,44,43,1423,0,0,5,26,0,0,0,2,1,0,3,259,348.8,20.5,37.0,40.8,16,0.26,0.42,0.68,33.20
Harris,246,3,515024.jpg,2023-24,515024,45,45,2,74,0,0,0,5,0,0,0,0,0,0,0,2,3.2,0.7,17.0,2.1,0,0.28,0.01,0.29,2.26
Iwobi,247,3,153133.jpg,2023-24,153133,55,53,102,2331,5,2,7,41,0,0,0,2,0,0,9,425,504.2,718.8,534.0,175.9,27,5.23,4.20,9.43,37.63
Leno,248,1,80201.jpg,2023-24,80201,45,48,133,3420,0,0,10,61,1,0,0,3,0,134,15,782,1069.8,0.1,0.0,106.7,38,0.00,0.00,0.00,64.14
Lukić,249,3,212314.jpg,2023-24,212314,45,43,43,1113,1,0,5,20,0,0,0,3,0,0,0,157,192.4,155.6,115.0,46.2,13,1.49,0.46,1.95,22.86
Mbabu,250,2,120721.jpg,2023-24,120721,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Muniz,251,4,244042.jpg,2023-24,244042,45,43,97,1589,9,2,6,27,0,0,0,1,0,0,12,299,409.0,213.1,875.0,148.2,18,8.76,0.94,9.70,26.67
Raúl,252,4,102057.jpg,2023-24,102057,55,50,72,1390,7,0,4,29,0,0,0,3,1,0,13,237,335.8,185.9,440.0,95.1,18,5.37,0.96,6.33,37.43
Ream,253,2,82514.jpg,2023-24,82514,45,44,40,1503,1,0,3,31,0,0,0,2,1,0,4,267,339.8,18.2,45.0,40.4,17,0.96,0.16,1.12,34.03
Reed,254,3,153366.jpg,2023-24,153366,50,43,47,1317,0,2,6,23,0,0,0,6,0,0,0,205,213.8,212.6,45.0,47.2,15,0.29,1.49,1.78,25.65
Robinson,255,2,169528.jpg,2023-24,169528,45,45,104,3266,0,6,9,60,2,0,0,6,0,0,8,662,805.8,536.7,241.0,158.6,37,0.68,3.75,4.43,61.93
Stansfield,256,4,490146.jpg,2023-24,490146,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Tete,257,2,167074.jpg,2023-24,167074,45,44,27,863,1,0,2,21,0,0,0,2,0,0,0,161,195.2,93.4,67.0,35.6,10,0.86,0.46,1.32,22.97
Vinicius,258,4,245824.jpg,2023-24,245824,50,45,22,306,2,0,0,5,0,0,0,2,0,0,2,77,83.6,61.3,139.0,28.2,2,1.59,0.11,1.70,4.50
Wilson,259,3,153682.jpg,2023-24,153682,55,53,94,1603,4,7,5,30,0,0,0,6,0,0,5,307,375.0,357.3,340.0,107.2,16,3.45,2.63,6.08,33.01
Sessegnon,579,2,184349.jpg,2023-24,184349,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
King,604,3,577725.jpg,2023-24,577725,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Berge,622,3,207189.jpg,2023-24,207189,50,46,74,3002,1,2,2,70,0,0,0,8,1,0,3,430,533.6,446.3,161.0,114.3,34,2.04,1.66,3.70,66.96
Johnson,275,2,222018.jpg,2023-24,222018,45,44,17,538,0,0,1,16,0,0,0,1,0,0,0,90,84.6,22.5,38.0,14.7,4,0.25,0.11,0.36,13.03
Phillips,359,3,155405.jpg,2023-24,155405,50,47,10,394,0,0,0,13,0,0,0,1,1,0,0,27,35.6,23.3,31.0,9.1,3,0.22,0.11,0.33,10.75
Muric,568,1,232917.jpg,2023-24,232917,45,43,47,900,0,0,0,16,1,1,0,0,0,64,12,241,513.0,40.3,0.0,55.3,10,0.00,0.05,0.05,20.43
O'Shea,630,2,216616.jpg,2023-24,216616,45,44,69,2892,3,4,2,71,1,0,0,5,1,0,2,478,772.0,189.7,213.0,117.7,32,0.74,0.90,1.64,62.70
Ogbene,632,3,229164.jpg,2023-24,229164,50,48,84,1987,4,4,2,47,0,0,0,1,0,0,7,387,412.6,378.3,486.0,127.7,20,4.47,3.50,7.97,46.30
Buonanotte,117,3,536916.jpg,2023-24,536916,50,47,57,1356,3,1,6,19,0,0,0,7,0,0,1,160,254.8,291.3,238.0,78.4,17,2.34,1.16,3.50,21.14
J.Ayew,192,3,80146.jpg,2023-24,80146,55,53,109,2540,4,7,11,39,0,0,0,7,1,0,3,325,517.6,445.2,550.0,151.1,30,3.97,2.55,6.52,36.77
Edouard,198,4,199670.jpg,2023-24,199670,55,53,79,1545,7,0,6,24,0,0,0,4,0,0,9,246,359.6,256.7,663.0,128.0,17,6.33,0.86,7.19,20.54
Cannon,286,4,461416.jpg,2023-24,461416,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28
De Cordova-Reid,290,3,96994.jpg,2023-24,96994,55,52,92,1410,6,3,3,29,0,0,0,4,0,0,7,290,330.6,255.3,325.0,90.0,17,4.55,1.12,5.67,28.79
Thomas,305,2,244619.jpg,2023-24,244619,40,40,7,916,0,0,0,29,0,0,0,3,0,0,0,80,127.8,53.9,64.0,24.7,11,0.53,0.18,0.71,21.70
Skipp,501,3,209042.jpg,2023-24,209042,50,45,22,691,0,0,0,17,0,0,0,3,0,0,0,105,92.0,126.2,65.0,28.1,5,0.77,0.50,1.27,17.25
A.Becker,310,1,116535.jpg,2023-24,116535,55,57,107,2520,0,0,8,30,0,0,0,1,0,83,9,575,671.2,10.4,0.0,68.1,28,0.00,0.00,0.00,35.21
Alexander-Arnold,311,2,169187.jpg,2023-24,169187,80,84,122,2153,3,5,8,28,0,0,0,6,0,0,19,590,601.8,1027.5,237.0,186.8,25,2.78,5.84,8.62,27.96
Bajcetic,312,3,535928.jpg,2023-24,535928,50,47,1,25,0,0,0,2,0,0,0,0,0,0,0,3,7.8,0.3,0.0,0.8,0,0.00,0.00,0.00,0.88
Bradley,313,2,492777.jpg,2023-24,492777,40,41,50,752,1,3,3,7,1,0,0,2,0,0,7,211,230.4,215.8,160.0,60.6,10,0.91,1.24,2.15,7.47
Clark,315,3,491970.jpg,2023-24,491970,45,44,5,86,0,0,0,0,0,0,0,0,0,0,0,7,11.6,5.3,19.0,3.6,1,0.14,0.01,0.15,1.75
Darwin,316,4,447203.jpg,2023-24,447203,75,75,132,2033,11,11,6,25,0,0,1,9,0,0,9,397,660.8,439.1,1223.0,232.4,22,16.23,4.37,20.60,25.33
Diogo J.,317,3,194634.jpg,2023-24,194634,80,79,110,1141,10,7,5,11,0,0,0,1,1,0,7,328,483.8,290.2,639.0,141.4,14,5.24,1.75,6.99,15.21
Doak,318,3,496208.jpg,2023-24,496208,45,43,1,13,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.14
Elliott,319,3,444884.jpg,2023-24,444884,50,48,96,1330,3,9,4,13,0,0,0,2,0,0,8,402,417.2,570.0,391.0,137.5,11,2.72,4.68,7.40,19.29
Endo,320,3,158983.jpg,2023-24,158983,55,54,47,1714,1,0,6,16,0,0,0,10,0,0,0,250,281.6,269.5,53.0,60.1,20,0.51,1.53,2.04,22.42
Gakpo,321,4,243298.jpg,2023-24,243298,75,71,106,1633,8,5,5,20,0,0,0,1,0,0,12,409,521.4,348.2,708.0,157.1,17,9.07,2.71,11.78,23.90
Gomez,322,2,171287.jpg,2023-24,171287,45,45,76,1772,0,2,7,19,0,0,0,5,0,0,2,390,316.0,338.3,119.0,77.7,17,1.02,1.07,2.09,27.08
Gravenberch,323,3,441266.jpg,2023-24,441266,50,50,45,1110,1,0,3,17,0,0,0,0,0,0,3,176,187.0,229.4,198.0,61.5,12,2.08,1.35,3.43,15.05
Jones,324,3,206915.jpg,2023-24,206915,50,49,40,1156,1,1,2,19,0,0,0,3,1,0,2,171,174.0,203.2,195.0,57.0,14,2.74,1.04,3.78,19.42
Kelleher,325,1,200720.jpg,2023-24,200720,40,36,34,900,0,0,2,11,0,0,0,0,0,28,3,198,261.2,10.0,0.0,27.0,10,0.00,0.01,0.01,10.33
Konaté,326,2,204716.jpg,2023-24,204716,50,49,56,1570,0,0,6,19,0,0,0,3,1,0,2,315,357.4,139.9,87.0,58.5,17,0.70,0.47,1.17,21.42
Luis Díaz,327,3,244731.jpg,2023-24,244731,75,76,142,2625,8,7,7,33,0,0,0,3,0,0,9,413,613.0,844.0,1190.0,264.6,32,12.08,4.73,16.81,35.22
M.Salah,328,3,118748.jpg,2023-24,118748,125,134,211,2531,18,12,8,30,0,0,2,2,0,0,24,621,1033.8,892.2,1531.0,346.0,28,20.89,7.47,28.36,32.22
Mac Allister,329,3,243016.jpg,2023-24,243016,60,59,109,2600,5,5,6,34,0,0,0,7,1,0,12,512,712.4,726.7,224.0,166.2,31,3.59,4.89,8.48,37.16
McConnell,330,3,491501.jpg,2023-24,491501,45,44,3,3,0,0,0,0,0,0,0,0,0,0,0,8,1.0,0.4,0.0,0.1,0,0.00,0.00,0.00,0.01
N.Phillips,332,2,197464.jpg,2023-24,197464,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Quansah,333,2,441428.jpg,2023-24,441428,40,40,49,1188,2,0,2,15,0,0,0,1,0,0,5,263,331.6,58.8,104.0,49.4,13,1.04,0.19,1.23,14.28
Robertson,335,2,122798.jpg,2023-24,122798,65,65,76,1689,3,2,3,22,0,0,0,2,0,0,8,463,552.2,936.1,230.0,171.9,18,1.90,4.40,6.30,22.83
Szoboszlai,336,3,424876.jpg,2023-24,424876,70,71,99,2102,3,4,8,23,0,0,0,1,0,0,7,437,423.4,830.0,377.0,162.8,25,3.64,5.13,8.77,25.06
Tsimikas,337,2,214285.jpg,2023-24,214285,45,43,48,675,0,3,4,7,0,0,0,0,0,0,4,201,158.8,267.5,35.0,46.2,8,0.09,1.26,1.35,8.46
Virgil,339,2,97032.jpg,2023-24,97032,60,66,117,3177,2,2,9,40,0,0,0,3,1,0,8,662,911.2,176.3,449.0,153.8,36,2.88,1.04,3.92,45.72
Akanji,340,2,211975.jpg,2023-24,211975,50,50,112,2512,2,0,11,23,0,0,0,2,1,0,8,560,536.4,298.7,137.0,97.4,28,1.77,1.79,3.56,25.72
Aké,341,2,126184.jpg,2023-24,126184,50,50,99,2039,2,3,6,20,0,0,0,0,0,0,6,483,447.2,197.7,249.0,89.7,24,2.47,1.14,3.61,21.14
Bernardo,342,3,165809.jpg,2023-24,165809,65,62,141,2576,6,9,10,26,0,0,0,8,0,0,20,604,747.4,959.5,570.0,228.0,29,3.54,8.05,11.59,26.40
Bobb,343,3,477555.jpg,2023-24,477555,45,44,30,294,1,2,1,5,0,0,0,0,0,0,2,112,105.4,147.1,107.0,36.0,2,1.50,1.10,2.60,2.91
Carson,344,1,17601.jpg,2023-24,17601,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
De Bruyne,345,3,61366.jpg,2023-24,61366,105,106,98,1219,4,10,7,8,0,0,0,2,0,0,11,415,527.6,901.1,406.0,183.6,15,2.40,6.90,9.30,10.92
Doku,346,3,248875.jpg,2023-24,248875,65,64,98,1585,3,10,1,19,0,0,0,3,0,0,13,391,524.2,640.2,875.0,203.9,18,2.57,5.85,8.42,16.21
Ederson M.,347,1,121160.jpg,2023-24,121160,55,55,112,2785,0,0,11,27,0,0,0,5,0,57,5,569,551.8,10.0,0.0,56.0,33,0.00,0.03,0.03,27.43
Foden,348,3,209244.jpg,2023-24,209244,75,85,230,2860,19,8,14,27,0,0,0,2,0,0,31,866,1154.8,1157.8,1172.0,348.8,33,10.17,6.95,17.12,28.51
Grealish,349,3,114283.jpg,2023-24,114283,75,72,50,998,3,1,3,13,0,0,0,6,0,0,6,199,240.4,384.1,295.0,91.9,10,2.17,2.69,4.86,12.58
Gvardiol,350,2,477424.jpg,2023-24,477424,50,52,123,2327,4,2,9,23,0,0,0,3,0,0,12,549,544.4,362.2,389.0,129.7,26,3.14,2.09,5.23,23.88
Haaland,351,4,223094.jpg,2023-24,223094,140,143,217,2553,27,8,11,25,0,0,1,1,0,0,29,792,1094.6,367.2,1581.0,303.3,29,29.57,2.18,31.75,25.65
J.Alvarez,352,4,461358.jpg,2023-24,461358,65,64,158,2644,11,11,12,24,0,0,0,2,0,0,17,662,737.0,1005.2,992.0,273.3,31,13.07,6.28,19.35,25.52
João Cancelo,353,2,121145.jpg,2023-24,121145,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kovačić,354,3,91651.jpg,2023-24,91651,50,46,59,1539,1,0,9,14,0,0,0,4,0,0,2,316,265.0,365.9,129.0,76.0,16,1.24,1.66,2.90,13.55
Lewis,355,2,477064.jpg,2023-24,477064,45,42,52,804,2,0,4,9,0,0,0,1,0,0,2,215,148.0,195.9,114.0,45.8,8,0.63,1.25,1.88,8.73
Matheus N.,356,3,465351.jpg,2023-24,465351,50,47,32,831,0,2,2,13,0,0,0,0,1,0,1,118,146.0,221.3,150.0,51.8,9,0.89,1.71,2.60,10.39
McAtee,357,3,432714.jpg,2023-24,432714,45,44,77,1815,3,4,2,65,0,0,0,2,0,0,0,259,333.8,394.4,333.0,106.0,20,2.98,2.16,5.14,39.34
Ortega Moreno,358,1,88248.jpg,2023-24,88248,40,36,22,632,0,0,1,7,0,0,0,0,0,20,2,114,171.2,0.0,0.0,17.3,5,0.00,0.00,0.00,7.17
Rodrigo,360,3,220566.jpg,2023-24,220566,55,56,159,2931,8,10,14,26,0,0,0,8,1,0,19,737,1043.8,894.8,484.0,242.3,34,3.99,6.15,10.14,29.89
Rúben,361,2,171314.jpg,2023-24,171314,55,55,88,2557,0,0,9,28,1,0,0,0,0,0,3,513,578.4,208.5,225.0,101.5,28,1.38,1.93,3.31,25.12
Stones,362,2,97299.jpg,2023-24,97299,55,53,53,1061,1,0,5,9,0,0,0,2,0,0,3,239,188.4,128.4,70.0,38.7,12,1.06,0.40,1.46,12.27
Walker,363,2,58621.jpg,2023-24,58621,50,55,123,2766,0,5,10,29,0,0,0,2,0,0,13,633,465.4,534.1,126.0,112.6,30,0.40,3.20,3.60,28.61
Casey,643,2,518438.jpg,2023-24,518438,40,40,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00
Johnstone,204,1,101982.jpg,2023-24,101982,45,43,68,1796,0,0,6,27,0,0,0,1,0,41,7,310,321.4,0.0,0.0,32.2,20,0.00,0.00,0.00,27.17
Aït-Nouri,533,2,448514.jpg,2023-24,448514,45,46,77,2327,2,3,3,43,0,0,0,7,0,0,6,365,448.4,376.9,253.0,107.7,29,3.12,1.81,4.93,45.79
B.Traore,534,3,476502.jpg,2023-24,476502,45,43,25,802,0,0,0,23,0,0,0,4,0,0,0,122,114.4,106.5,27.0,25.2,7,0.28,0.33,0.61,18.74
Bellegarde,535,3,231057.jpg,2023-24,231057,50,49,45,948,2,2,0,24,0,0,0,0,1,0,1,150,189.8,170.1,163.0,52.2,10,1.35,0.76,2.11,26.15
Bentley,536,1,79602.jpg,2023-24,79602,40,39,18,382,0,0,2,7,0,0,0,0,0,8,1,73,70.8,0.0,0.0,7.1,3,0.00,0.00,0.00,7.79
Chiquinho,537,3,510363.jpg,2023-24,510363,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Chirewa,538,3,497606.jpg,2023-24,497606,45,44,8,138,0,0,0,2,0,0,0,1,0,0,0,21,22.0,24.7,21.0,6.6,1,0.16,0.07,0.23,1.45
Chiwome,539,4,589507.jpg,2023-24,589507,45,45,5,173,0,0,0,4,0,0,0,0,0,0,0,12,7.8,1.2,13.0,2.2,2,0.10,0.02,0.12,1.89
Cundle,540,3,245923.jpg,2023-24,245923,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Cunha,541,4,430871.jpg,2023-24,430871,55,55,135,2438,12,7,6,46,0,0,0,9,0,0,15,520,786.0,409.8,872.0,206.4,29,9.49,2.97,12.46,48.51
Dawson,542,2,60232.jpg,2023-24,60232,45,45,69,2209,1,1,6,38,0,0,0,7,0,0,6,421,611.8,108.6,222.0,94.4,25,1.58,0.42,2.00,38.47
Doherty,543,2,87835.jpg,2023-24,87835,45,43,41,1136,1,0,1,21,0,0,0,2,0,0,1,186,237.8,168.1,122.0,52.9,9,0.89,0.86,1.75,23.16
Doyle,544,3,220394.jpg,2023-24,220394,45,44,38,1209,0,0,3,24,0,0,0,2,0,0,0,197,198.4,173.7,55.0,42.7,11,0.42,0.87,1.29,22.22
Fábio Silva,545,4,449988.jpg,2023-24,449988,55,52,8,259,0,0,1,8,0,0,0,2,0,0,0,7,25.2,51.6,93.0,16.9,3,1.12,0.09,1.21,7.20
Fraser,546,4,531363.jpg,2023-24,531363,45,45,7,183,0,0,1,3,0,0,0,1,0,0,0,17,22.4,29.2,36.0,8.6,1,0.32,0.06,0.38,3.25
Gonzalez,547,3,593001.jpg,2023-24,593001,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.00
Guedes,548,3,181284.jpg,2023-24,181284,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
H.Bueno,549,2,490721.jpg,2023-24,490721,45,44,29,727,0,0,2,16,1,0,0,1,0,0,0,136,139.4,122.1,30.0,29.0,7,0.31,0.68,0.99,12.99
Hee Chan,550,3,184754.jpg,2023-24,184754,55,54,125,2116,12,3,3,37,0,0,0,6,0,0,10,334,534.2,259.9,614.0,140.7,25,7.53,2.84,10.37,38.86
Hodge,551,3,240299.jpg,2023-24,240299,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Hoever,552,2,441271.jpg,2023-24,441271,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
J.Gomes,553,3,448089.jpg,2023-24,448089,50,49,75,2646,2,2,4,51,0,0,0,11,0,0,3,359,493.2,372.3,196.0,106.1,32,1.82,1.76,3.58,53.05
José Sá,554,1,149065.jpg,2023-24,149065,50,50,107,3037,0,1,4,58,0,0,0,1,0,134,8,622,1003.4,11.0,0.0,101.6,35,0.00,0.00,0.00,59.38
Kalajdžić,555,4,429414.jpg,2023-24,429414,50,49,24,158,2,0,1,2,0,0,0,0,0,0,4,88,94.0,48.7,66.0,20.7,1,1.01,0.26,1.27,2.57
King,556,1,138001.jpg,2023-24,138001,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mario Jr.,557,3,151086.jpg,2023-24,151086,50,49,95,2969,4,1,4,55,0,0,0,10,1,0,13,490,621.6,333.6,470.0,142.7,34,4.60,1.26,5.86,60.17
Mosquera,558,2,501837.jpg,2023-24,501837,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
N.Semedo,559,2,200402.jpg,2023-24,200402,45,45,63,3084,0,2,5,62,0,0,0,10,1,0,0,455,508.8,395.7,165.0,107.2,36,0.97,1.69,2.65,69.09
Podence,562,3,200600.jpg,2023-24,200600,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
S.Bueno,564,2,231480.jpg,2023-24,231480,45,45,13,819,0,0,0,18,0,0,0,1,0,0,0,124,173.8,27.1,2.0,20.3,9,0.00,0.01,0.01,20.71
Sarabia,565,3,88484.jpg,2023-24,88484,50,45,99,1737,4,7,6,27,0,0,0,5,0,0,8,358,469.2,795.3,418.0,168.4,20,5.52,5.00,10.52,30.95
Toti,567,2,510362.jpg,2023-24,510362,45,44,82,2771,1,4,4,49,0,0,0,7,0,0,6,468,550.0,117.7,167.0,83.7,31,1.62,0.63,2.25,53.46
Hudson-Odoi,434,3,209046.jpg,2023-24,209046,50,47,109,1846,8,2,2,41,0,0,0,0,0,0,14,371,489.0,514.2,444.0,145.0,20,2.65,2.02,4.67,28.38
Mighten,435,3,244930.jpg,2023-24,244930,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Murillo,436,2,575476.jpg,2023-24,575476,45,45,58,2790,0,2,3,56,1,0,0,5,0,0,1,451,678.4,115.0,164.0,95.8,32,1.78,0.64,2.42,42.99
N.Williams,437,2,215136.jpg,2023-24,215136,45,43,39,1630,0,1,1,33,0,0,0,4,0,0,2,224,393.4,195.2,139.0,72.8,18,0.74,1.54,2.28,23.05
O.Richards,438,2,204822.jpg,2023-24,204822,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
O'Brien,439,3,243345.jpg,2023-24,243345,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Omobamidele,440,2,466404.jpg,2023-24,466404,45,45,11,782,0,0,0,15,1,0,0,2,0,0,0,94,148.6,25.1,16.0,18.9,8,0.14,0.02,0.16,11.77
Panzo,441,2,209035.jpg,2023-24,209035,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Sangaré,442,3,210462.jpg,2023-24,210462,50,49,25,1031,0,0,4,16,0,0,0,6,0,0,0,89,168.8,112.9,43.0,32.5,13,0.67,0.40,1.07,14.75
Sels,443,1,85633.jpg,2023-24,85633,45,45,34,1440,0,0,1,27,0,0,0,1,0,37,1,206,293.2,10.0,0.0,30.3,16,0.00,0.09,0.09,20.50
Toffolo,444,2,114241.jpg,2023-24,114241,45,44,52,1452,1,3,2,29,0,0,0,3,0,0,3,263,355.0,268.4,171.0,79.3,15,1.10,1.14,2.24,23.83
Ui-jo,446,4,201440.jpg,2023-24,201440,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Wood,447,4,60689.jpg,2023-24,60689,50,47,131,1801,14,1,2,34,0,0,0,0,0,0,22,456,598.2,281.1,795.0,167.4,20,11.71,0.92,12.63,27.19
Worrall,448,2,208912.jpg,2023-24,208912,45,43,13,438,0,0,1,9,0,0,0,0,1,0,3,74,90.0,22.1,18.0,13.0,5,0.10,0.31,0.41,9.01
Yates,449,3,204968.jpg,2023-24,204968,50,48,59,1979,1,1,1,38,0,0,0,6,0,0,1,235,330.4,133.8,258.0,72.1,21,2.78,0.59,3.37,31.96
Ward-Prowse,531,3,101178.jpg,2023-24,101178,60,57,146,3000,7,7,5,65,0,0,0,4,0,0,19,708,831.0,1023.5,324.0,217.5,34,6.23,6.30,12.53,63.29
Ramsdale,14,1,225321.jpg,2023-24,225321,50,45,20,540,0,0,2,5,0,0,0,0,0,9,0,90,73.2,0.0,0.0,7.3,6,0.00,0.01,0.01,5.81
Archer,27,4,433979.jpg,2023-24,433979,45,42,82,1829,4,3,2,50,0,0,0,2,0,0,9,241,266.0,309.3,353.0,92.8,21,5.28,1.39,6.67,41.38
Ugochukwu,188,3,503714.jpg,2023-24,503714,45,44,13,296,0,0,1,6,0,0,0,2,0,0,0,62,60.8,44.4,4.0,10.9,3,0.00,0.14,0.14,7.59
Fraser,397,3,90105.jpg,2023-24,90105,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Charles,458,3,463210.jpg,2023-24,463210,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lallana,463,3,39155.jpg,2023-24,39155,50,49,30,839,0,1,2,13,0,0,0,2,0,0,0,95,83.0,248.7,130.0,45.8,13,0.83,1.60,2.43,12.13
Taylor,475,2,103914.jpg,2023-24,103914,40,39,47,2329,1,1,2,46,0,0,0,8,0,0,1,347,395.6,275.7,59.0,73.3,25,0.25,1.66,1.91,43.78
Cornet,515,3,149519.jpg,2023-24,149519,55,52,13,109,1,0,0,3,0,0,0,0,0,0,0,40,44.0,48.4,54.0,14.6,1,0.40,0.02,0.42,2.82
Downes,518,3,220585.jpg,2023-24,220585,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Brereton Díaz,584,3,204814.jpg,2023-24,204814,50,50,62,1105,6,1,0,37,0,0,0,3,0,0,5,173,312.2,124.0,422.0,85.3,14,5.52,1.07,6.58,23.91
Solanke,82,4,154566.jpg,2023-24,154566,65,69,175,3325,19,3,10,61,0,0,1,3,0,0,20,560,902.0,479.6,1348.0,272.7,37,19.64,2.11,21.75,56.58
A.Phillips,478,2,548308.jpg,2023-24,548308,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Austin,479,1,214572.jpg,2023-24,214572,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Bentancur,480,3,202993.jpg,2023-24,202993,55,54,32,997,1,1,1,25,0,0,0,7,0,0,0,153,193.0,174.9,156.0,52.1,13,2.01,1.05,3.06,19.98
Bissouma,482,3,227127.jpg,2023-24,227127,50,50,44,2070,0,0,7,35,0,0,0,8,2,0,0,315,403.0,279.4,140.0,82.3,26,1.18,1.67,2.85,41.30
Bryan,483,3,436234.jpg,2023-24,436234,50,49,12,200,0,0,0,11,0,0,0,0,0,0,0,41,28.6,70.1,59.0,15.9,2,0.67,0.24,0.91,7.19
Davies,484,2,115556.jpg,2023-24,115556,45,43,34,1085,1,2,1,21,0,0,0,2,0,0,0,216,294.8,81.0,124.0,50.3,12,2.34,0.57,2.91,22.43
